"Timestamp","Conductivity (uS/cm)","Specific Conductance (uS/cm)","Dissolved Oxygen (%)","pH_1 (Units)","Temperature (C)","Comment","Site","Folder","Unit ID"
"12/29/2017 10:55:56","103.2","112.9","94.5","7.3","20.5","","LYON","LYON","STD"
"12/29/2017 10:56:01","103.2","112.9","94.3","7.31","20.5","","LYON","LYON","STD"
"12/29/2017 10:56:06","103.2","112.9","94.3","7.3","20.5","","LYON","LYON","STD"
"12/29/2017 10:56:11","103.2","112.9","93.8","7.3","20.5","","LYON","LYON","STD"
"12/29/2017 10:56:16","103.2","113","93.9","7.29","20.5","","LYON","LYON","STD"
"12/29/2017 10:56:21","103.2","112.9","94.6","7.29","20.5","","LYON","LYON","STD"
"12/29/2017 10:56:26","103.2","113","94.5","7.28","20.5","","LYON","LYON","STD"
"12/29/2017 10:56:31","103.3","113","94.1","7.28","20.5","","LYON","LYON","STD"
"12/29/2017 10:56:36","103.1","112.9","93.4","7.28","20.5","","LYON","LYON","STD"
"12/29/2017 10:56:41","103.2","113","94.2","7.29","20.5","","LYON","LYON","STD"
"12/29/2017 10:56:46","103.2","112.9","94.6","7.3","20.5","","LYON","LYON","STD"
"12/29/2017 10:56:51","103.2","113","94.7","7.29","20.5","","LYON","LYON","STD"
"12/29/2017 10:56:56","103.3","113.1","94.5","7.28","20.5","","LYON","LYON","STD"
"12/29/2017 10:57:01","103.4","113.1","94.6","7.29","20.5","","LYON","LYON","STD"
"12/29/2017 10:57:06","103.2","112.9","94.5","7.28","20.5","","LYON","LYON","STD"
"12/29/2017 10:57:11","103.4","113.1","94.2","7.28","20.5","","LYON","LYON","STD"
"12/29/2017 10:57:16","103.3","113","95.2","7.28","20.5","","LYON","LYON","STD"
"12/29/2017 10:57:21","103.2","112.9","95.1","7.27","20.5","","LYON","LYON","STD"
"12/29/2017 10:57:26","103.2","113","94.6","7.27","20.5","","LYON","LYON","STD"
"12/29/2017 10:57:31","103.3","113.1","94.8","7.27","20.5","","LYON","LYON","STD"
"12/29/2017 10:57:36","103.2","112.9","94.7","7.26","20.5","","LYON","LYON","STD"
"12/29/2017 10:57:41","103.2","113","94","7.26","20.5","","LYON","LYON","STD"
